capitalized,word_shape,contains_digit,prefixes,suffixes,POS,prev_word,prev_POS,next_word,next_POS,dep_tag,head_text,is_chunk,in_league,in_club,in_home,in_player,in_coach,in_nation,in_continent,token,NER
1,Xxxxxxxxx,0,"['P', 'Po', 'Pot', 'Pote']","['l', 'al', 'ial', 'tial']",ADJ,,,Thibaut,PROPN,compound,Courtois,B,0,0,0,0,0,0,0,Potential,O
1,Xxxxxxx,0,"['T', 'Th', 'Thi', 'Thib']","['t', 'ut', 'aut', 'baut']",PROPN,Potential,ADJ,Courtois,PROPN,compound,Courtois,I,0,0,0,1,0,0,0,Thibaut,B-Player
1,Xxxxxxxx,0,"['C', 'Co', 'Cou', 'Cour']","['s', 'is', 'ois', 'tois']",PROPN,Thibaut,PROPN,replacements,VERB,nsubj,replacements,I,0,0,0,1,0,0,0,Courtois,I-Player
0,xxxxxxxxxxxx,0,"['r', 're', 'rep', 'repl']","['s', 'ts', 'nts', 'ents']",VERB,Courtois,PROPN,at,ADP,ROOT,replacements,O,0,0,0,0,0,0,0,replacements,O
0,xx,0,['a'],['t'],ADP,replacements,VERB,Real,PROPN,prep,replacements,O,0,0,0,0,0,0,0,at,O
1,Xxxx,0,"['R', 'Re', 'Rea']","['l', 'al', 'eal']",PROPN,at,ADP,Madrid,PROPN,compound,Madrid,B,0,1,0,0,0,0,0,Real,B-Club
1,Xxxxxx,0,"['M', 'Ma', 'Mad', 'Madr']","['d', 'id', 'rid', 'drid']",PROPN,Real,PROPN,-,PUNCT,pobj,at,I,0,1,0,0,0,0,0,Madrid,I-Club
0,-,0,[],[],PUNCT,Madrid,PROPN,ranked,VERB,punct,ranked,O,0,0,0,0,0,0,0,-,O
0,xxxxxx,0,"['r', 'ra', 'ran', 'rank']","['d', 'ed', 'ked', 'nked']",VERB,-,PUNCT,,,dep,replacements,O,0,0,0,0,0,0,0,ranked,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,,,Utd,PROPN,compound,Utd,O,0,0,0,0,0,0,0,Man,B-Club
1,Xxx,0,"['U', 'Ut']","['d', 'td']",PROPN,Man,PROPN,goalkeeper,NOUN,compound,goalkeeper,O,0,0,0,0,0,0,0,Utd,I-Club
0,xxxxxxxxxx,0,"['g', 'go', 'goa', 'goal']","['r', 'er', 'per', 'eper']",NOUN,Utd,PROPN,undergoing,VERB,nsubj,undergoing,O,0,0,0,0,0,0,0,goalkeeper,O
0,xxxxxxxxxx,0,"['u', 'un', 'und', 'unde']","['g', 'ng', 'ing', 'oing']",VERB,goalkeeper,NOUN,Bayer,PROPN,ROOT,undergoing,O,0,0,0,0,0,0,0,undergoing,O
1,Xxxxx,0,"['B', 'Ba', 'Bay', 'Baye']","['r', 'er', 'yer', 'ayer']",PROPN,undergoing,VERB,Leverkusen,PROPN,compound,Leverkusen,B,0,1,0,0,0,0,0,Bayer,B-Club
1,Xxxxxxxxxx,0,"['L', 'Le', 'Lev', 'Leve']","['n', 'en', 'sen', 'usen']",PROPN,Bayer,PROPN,medical,PROPN,dobj,undergoing,I,0,1,0,0,0,0,0,Leverkusen,I-Club
0,xxxxxxx,0,"['m', 'me', 'med', 'medi']","['l', 'al', 'cal', 'ical']",PROPN,Leverkusen,PROPN,,,dobj,undergoing,O,0,0,0,0,0,0,0,medical,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,,,Utd,PROPN,compound,Utd,O,0,0,0,0,0,0,0,Man,B-Club
1,Xxx,0,"['U', 'Ut']","['d', 'td']",PROPN,Man,PROPN,agree,VERB,nsubj,agree,O,0,0,0,0,0,0,0,Utd,I-Club
0,xxxxx,0,"['a', 'ag', 'agr', 'agre']","['e', 'ee', 'ree', 'gree']",VERB,Utd,PROPN,Fred,PROPN,ROOT,agree,O,0,0,0,0,0,0,0,agree,O
1,Xxxx,0,"['F', 'Fr', 'Fre']","['d', 'ed', 'red']",PROPN,agree,VERB,transfer,NOUN,compound,transfer,B,0,0,0,1,0,0,0,Fred,B-Player
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Fred,PROPN,fee,NOUN,compound,fee,O,0,0,0,0,0,0,0,transfer,O
0,xxx,0,"['f', 'fe']","['e', 'ee']",NOUN,transfer,NOUN,with,ADP,dobj,agree,O,0,0,0,0,0,0,0,fee,O
0,xxxx,0,"['w', 'wi', 'wit']","['h', 'th', 'ith']",ADP,fee,NOUN,Turkish,ADJ,prep,agree,O,0,0,0,0,0,0,0,with,O
1,Xxxxxxx,0,"['T', 'Tu', 'Tur', 'Turk']","['h', 'sh', 'ish', 'kish']",ADJ,with,ADP,giants,NOUN,amod,giants,B,0,0,0,0,0,0,0,Turkish,B-Nation
0,xxxxxx,0,"['g', 'gi', 'gia', 'gian']","['s', 'ts', 'nts', 'ants']",NOUN,Turkish,ADJ,,,pobj,with,O,0,0,0,0,0,0,0,giants,O
1,Xxxx,0,"['J', 'Je', 'Jea']","['n', 'an', 'ean']",PROPN,,,-,PUNCT,compound,Todibo,B,0,0,0,1,0,0,0,Jean,O
0,-,0,[],[],PUNCT,Jean,PROPN,Clair,PROPN,punct,Todibo,I,0,0,0,0,0,0,0,-,O
1,Xxxxx,0,"['C', 'Cl', 'Cla', 'Clai']","['r', 'ir', 'air', 'lair']",PROPN,-,PUNCT,Todibo,PROPN,compound,Todibo,I,0,0,0,0,0,0,0,Clair,B-Player
1,Xxxxxx,0,"['T', 'To', 'Tod', 'Todi']","['o', 'bo', 'ibo', 'dibo']",PROPN,Clair,PROPN,:,PUNCT,ROOT,Todibo,I,0,0,0,0,0,0,0,Todibo,I-Player
0,:,0,[],[],PUNCT,Todibo,PROPN,Nice,ADJ,punct,Todibo,O,0,0,0,0,0,0,0,:,O
1,Xxxx,0,"['N', 'Ni', 'Nic']","['e', 'ce', 'ice']",ADJ,:,PUNCT,manager,NOUN,amod,manager,O,0,1,0,0,0,0,0,Nice,O
0,xxxxxxx,0,"['m', 'ma', 'man', 'mana']","['r', 'er', 'ger', 'ager']",NOUN,Nice,ADJ,responds,VERB,nsubj,responds,O,0,0,0,0,0,0,0,manager,O
0,xxxxxxxx,0,"['r', 're', 'res', 'resp']","['s', 'ds', 'nds', 'onds']",VERB,manager,NOUN,to,ADP,ROOT,responds,O,0,0,0,0,0,0,0,responds,O
0,xx,0,['t'],['o'],ADP,responds,VERB,Man,PROPN,prep,responds,O,0,0,0,0,0,0,0,to,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,to,ADP,Utd,PROPN,compound,Utd,O,0,0,0,0,0,0,0,Man,B-Club
1,Xxx,0,"['U', 'Ut']","['d', 'td']",PROPN,Man,PROPN,transfer,NOUN,compound,transfer,O,0,0,0,0,0,0,0,Utd,I-Club
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Utd,PROPN,interest,NOUN,compound,interest,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxxx,0,"['i', 'in', 'int', 'inte']","['t', 'st', 'est', 'rest']",NOUN,transfer,NOUN,,,pobj,to,O,0,0,0,0,0,0,0,interest,O
1,Xxxxxxxxx,0,"['T', 'To', 'Tot', 'Tott']","['m', 'am', 'ham', 'nham']",PROPN,,,hopeful,ADJ,nsubj,stay,B,0,1,1,0,0,0,0,Tottenham,B-Club
0,xxxxxxx,0,"['h', 'ho', 'hop', 'hope']","['l', 'ul', 'ful', 'eful']",ADJ,Tottenham,PROPN,of,ADP,amod,Tottenham,O,0,0,0,0,0,0,0,hopeful,O
0,xx,0,['o'],['f'],ADP,hopeful,ADJ,Harry,PROPN,prep,hopeful,O,0,0,0,0,0,1,0,of,O
1,Xxxxx,0,"['H', 'Ha', 'Har', 'Harr']","['y', 'ry', 'rry', 'arry']",PROPN,of,ADP,Kane,PROPN,compound,Kane,B,0,0,0,1,0,0,0,Harry,B-Player
1,Xxxx,0,"['K', 'Ka', 'Kan']","['e', 'ne', 'ane']",PROPN,Harry,PROPN,stay,VERB,pobj,of,I,0,0,0,1,0,0,0,Kane,I-Player
0,xxxx,0,"['s', 'st', 'sta']","['y', 'ay', 'tay']",VERB,Kane,PROPN,despite,SCONJ,ROOT,stay,O,0,0,0,0,0,0,0,stay,O
0,xxxxxxx,0,"['d', 'de', 'des', 'desp']","['e', 'te', 'ite', 'pite']",SCONJ,stay,VERB,Bayern,PROPN,prep,stay,O,0,0,0,0,0,0,0,despite,O
1,Xxxxxx,0,"['B', 'Ba', 'Bay', 'Baye']","['n', 'rn', 'ern', 'yern']",PROPN,despite,SCONJ,Munich,PROPN,compound,Munich,B,0,1,0,0,0,0,0,Bayern,B-Club
1,Xxxxxx,0,"['M', 'Mu', 'Mun', 'Muni']","['h', 'ch', 'ich', 'nich']",PROPN,Bayern,PROPN,agreement,NOUN,compound,agreement,I,0,1,0,0,0,0,0,Munich,I-Club
0,xxxxxxxxx,0,"['a', 'ag', 'agr', 'agre']","['t', 'nt', 'ent', 'ment']",NOUN,Munich,PROPN,,,pobj,despite,O,0,0,0,0,0,0,0,agreement,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,,,Utd,PROPN,compound,Utd,O,0,0,0,0,0,0,0,Man,B-Club
1,Xxx,0,"['U', 'Ut']","['d', 'td']",PROPN,Man,PROPN,target,NOUN,compound,target,O,0,0,0,0,0,0,0,Utd,I-Club
0,xxxxxx,0,"['t', 'ta', 'tar', 'targ']","['t', 'et', 'get', 'rget']",NOUN,Utd,PROPN,explains,VERB,nsubj,explains,O,0,0,0,0,0,0,0,target,O
0,xxxxxxxx,0,"['e', 'ex', 'exp', 'expl']","['s', 'ns', 'ins', 'ains']",VERB,target,NOUN,why,SCONJ,ROOT,explains,O,0,0,0,0,0,0,0,explains,O
0,xxx,0,"['w', 'wh']","['y', 'hy']",SCONJ,explains,VERB,he,PRON,advmod,rejected,O,0,0,0,0,0,0,0,why,O
0,xx,0,['h'],['e'],PRON,why,SCONJ,rejected,VERB,nsubj,rejected,O,0,0,0,0,0,0,0,he,O
0,xxxxxxxx,0,"['r', 're', 'rej', 'reje']","['d', 'ed', 'ted', 'cted']",VERB,he,PRON,Old,PROPN,ccomp,explains,O,0,0,0,0,0,0,0,rejected,O
1,Xxx,0,"['O', 'Ol']","['d', 'ld']",PROPN,rejected,VERB,Trafford,PROPN,compound,Trafford,O,0,0,1,0,0,0,0,Old,B-Home
1,Xxxxxxxx,0,"['T', 'Tr', 'Tra', 'Traf']","['d', 'rd', 'ord', 'ford']",PROPN,Old,PROPN,transfer,NOUN,compound,transfer,B,0,0,1,0,0,0,0,Trafford,I-Home
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Trafford,PROPN,this,DET,dobj,rejected,O,0,0,0,0,0,0,0,transfer,O
0,xxxx,0,"['t', 'th', 'thi']","['s', 'is', 'his']",DET,transfer,NOUN,summer,NOUN,det,summer,B,0,0,0,0,0,0,0,this,O
0,xxxxxx,0,"['s', 'su', 'sum', 'summ']","['r', 'er', 'mer', 'mmer']",NOUN,this,DET,,,npadvmod,rejected,I,0,0,0,0,0,0,0,summer,O
1,Xxxxxx,0,"['K', 'Ky', 'Kyl', 'Kyli']","['n', 'an', 'ian', 'lian']",PROPN,,,Mbappe,PROPN,compound,Mbappe,O,0,0,0,1,0,0,0,Kylian,B-Player
1,Xxxxxx,0,"['M', 'Mb', 'Mba', 'Mbap']","['e', 'pe', 'ppe', 'appe']",PROPN,Kylian,PROPN,:,PUNCT,dep,reinforces,O,0,0,0,0,0,0,0,Mbappe,I-Player
0,:,0,[],[],PUNCT,Mbappe,PROPN,PSG,PROPN,punct,Mbappe,O,0,0,0,0,0,0,0,:,O
1,XXX,0,"['P', 'PS']","['G', 'SG']",PROPN,:,PUNCT,forward,ADV,nsubj,reinforces,O,0,0,0,0,0,0,0,PSG,B-Club
0,xxxxxxx,0,"['f', 'fo', 'for', 'forw']","['d', 'rd', 'ard', 'ward']",ADV,PSG,PROPN,reinforces,VERB,advmod,PSG,O,0,0,0,0,0,0,0,forward,O
0,xxxxxxxxxx,0,"['r', 're', 'rei', 'rein']","['s', 'es', 'ces', 'rces']",VERB,forward,ADV,stance,NOUN,ROOT,reinforces,O,0,0,0,0,0,0,0,reinforces,O
0,xxxxxx,0,"['s', 'st', 'sta', 'stan']","['e', 'ce', 'nce', 'ance']",NOUN,reinforces,VERB,over,ADP,dobj,reinforces,O,0,0,0,0,0,0,0,stance,O
0,xxxx,0,"['o', 'ov', 'ove']","['r', 'er', 'ver']",ADP,stance,NOUN,summer,NOUN,prep,reinforces,O,0,0,0,0,0,0,0,over,O
0,xxxxxx,0,"['s', 'su', 'sum', 'summ']","['r', 'er', 'mer', 'mmer']",NOUN,over,ADP,exit,NOUN,compound,exit,B,0,0,0,0,0,0,0,summer,O
0,xxxx,0,"['e', 'ex', 'exi']","['t', 'it', 'xit']",NOUN,summer,NOUN,,,pobj,over,O,0,0,0,0,0,0,0,exit,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,,,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,weighing,VERB,nsubj,weighing,I,0,1,0,0,0,0,0,Ham,I-Club
0,xxxxxxxx,0,"['w', 'we', 'wei', 'weig']","['g', 'ng', 'ing', 'hing']",VERB,Ham,PROPN,up,ADP,csubj,Wahi,O,0,0,0,0,0,0,0,weighing,O
0,xx,0,['u'],['p'],ADP,weighing,VERB,offer,NOUN,prt,weighing,O,0,0,0,0,0,0,0,up,O
0,xxxxx,0,"['o', 'of', 'off', 'offe']","['r', 'er', 'fer', 'ffer']",NOUN,up,ADP,for,ADP,dobj,weighing,O,0,0,0,0,0,0,0,offer,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,offer,NOUN,in,ADP,prep,offer,O,0,0,0,0,0,0,0,for,O
0,xx,0,['i'],['n'],ADP,for,ADP,-,PUNCT,nmod,striker,O,0,0,0,0,0,0,0,in,O
0,-,0,[],[],PUNCT,in,ADP,demand,NOUN,punct,in,O,0,0,0,0,0,0,0,-,O
0,xxxxxx,0,"['d', 'de', 'dem', 'dema']","['d', 'nd', 'and', 'mand']",NOUN,-,PUNCT,Montpellier,PROPN,pobj,in,O,0,0,0,0,0,0,0,demand,O
1,Xxxxxxxxxxx,0,"['M', 'Mo', 'Mon', 'Mont']","['r', 'er', 'ier', 'lier']",PROPN,demand,NOUN,striker,NOUN,compound,striker,B,0,1,0,0,0,0,0,Montpellier,B-Club
0,xxxxxxx,0,"['s', 'st', 'str', 'stri']","['r', 'er', 'ker', 'iker']",NOUN,Montpellier,PROPN,Elye,PROPN,pobj,for,O,0,0,0,0,0,0,0,striker,O
1,Xxxx,0,"['E', 'El', 'Ely']","['e', 'ye', 'lye']",PROPN,striker,NOUN,Wahi,VERB,compound,Wahi,B,0,0,0,0,0,0,0,Elye,B-Player
1,Xxxx,0,"['W', 'Wa', 'Wah']","['i', 'hi', 'ahi']",VERB,Elye,PROPN,,,ROOT,Wahi,I,0,0,0,0,0,0,0,Wahi,I-Player
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,,,trigger,NOUN,compound,trigger,O,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxxxxxx,0,"['t', 'tr', 'tri', 'trig']","['r', 'er', 'ger', 'gger']",NOUN,Chelsea,PROPN,Ã‚Â£20,PROPN,compound,Ã‚Â£20,O,0,0,0,0,0,0,0,trigger,O
1,X‚X£dd,1,"['Ã', 'Ã‚', 'Ã‚Â', 'Ã‚Â£']","['0', '20', '£20', 'Â£20']",PROPN,trigger,NOUN,m,PROPN,compound,clause,O,0,0,0,0,0,0,0,Ã‚Â£20,O
0,x,0,[],[],PROPN,Ã‚Â£20,PROPN,release,PROPN,compound,clause,O,0,0,0,0,0,0,0,m,O
0,xxxxxxx,0,"['r', 're', 'rel', 'rele']","['e', 'se', 'ase', 'ease']",PROPN,m,PROPN,clause,NOUN,compound,clause,O,0,0,0,0,0,0,0,release,O
0,xxxxxx,0,"['c', 'cl', 'cla', 'clau']","['e', 'se', 'use', 'ause']",NOUN,release,PROPN,in,ADP,ROOT,clause,O,0,0,0,0,0,0,0,clause,O
0,xx,0,['i'],['n'],ADP,clause,NOUN,contract,NOUN,prep,clause,O,0,0,0,0,0,0,0,in,O
0,xxxxxxxx,0,"['c', 'co', 'con', 'cont']","['t', 'ct', 'act', 'ract']",NOUN,in,ADP,of,ADP,pobj,in,O,0,0,0,0,0,0,0,contract,O
0,xx,0,['o'],['f'],ADP,contract,NOUN,Leeds,PROPN,prep,contract,O,0,0,0,0,0,1,0,of,O
1,Xxxxx,0,"['L', 'Le', 'Lee', 'Leed']","['s', 'ds', 'eds', 'eeds']",PROPN,of,ADP,midfielder,NOUN,compound,midfielder,B,0,1,0,0,0,0,0,Leeds,O
0,xxxxxxxxxx,0,"['m', 'mi', 'mid', 'midf']","['r', 'er', 'der', 'lder']",NOUN,Leeds,PROPN,,,pobj,of,O,0,0,0,0,0,0,0,midfielder,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,,,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Player
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,confirm,VERB,nsubj,confirm,I,0,1,0,0,0,0,0,Ham,I-Player
0,xxxxxxx,0,"['c', 'co', 'con', 'conf']","['m', 'rm', 'irm', 'firm']",VERB,Ham,PROPN,signing,NOUN,ROOT,confirm,O,0,0,0,0,0,0,0,confirm,O
0,xxxxxxx,0,"['s', 'si', 'sig', 'sign']","['g', 'ng', 'ing', 'ning']",NOUN,confirm,VERB,of,ADP,dobj,confirm,O,0,0,0,0,0,0,0,signing,O
0,xx,0,['o'],['f'],ADP,signing,NOUN,Edson,PROPN,prep,signing,O,0,0,0,0,0,1,0,of,O
1,Xxxxx,0,"['E', 'Ed', 'Eds', 'Edso']","['n', 'on', 'son', 'dson']",PROPN,of,ADP,Alvarez,PROPN,compound,Alvarez,B,0,0,0,1,0,0,0,Edson,B-Player
1,Xxxxxxx,0,"['A', 'Al', 'Alv', 'Alva']","['z', 'ez', 'rez', 'arez']",PROPN,Edson,PROPN,from,ADP,pobj,of,I,0,0,0,0,0,0,0,Alvarez,I-Player
0,xxxx,0,"['f', 'fr', 'fro']","['m', 'om', 'rom']",ADP,Alvarez,PROPN,Ajax,ADJ,prep,signing,O,0,0,0,0,0,0,0,from,O
1,Xxxx,0,"['A', 'Aj', 'Aja']","['x', 'ax', 'jax']",ADJ,from,ADP,,,pobj,from,O,0,1,0,0,0,0,0,Ajax,B-Club
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,,,make,VERB,nsubj,make,B,0,1,0,0,0,0,0,Liverpool,B-Club
0,xxxx,0,"['m', 'ma', 'mak']","['e', 'ke', 'ake']",VERB,Liverpool,PROPN,approach,NOUN,ROOT,make,O,0,0,0,0,0,0,0,make,O
0,xxxxxxxx,0,"['a', 'ap', 'app', 'appr']","['h', 'ch', 'ach', 'oach']",NOUN,make,VERB,to,ADP,dobj,make,O,0,0,0,0,0,0,0,approach,O
0,xx,0,['t'],['o'],ADP,approach,NOUN,rival,ADJ,prep,approach,O,0,0,0,0,0,0,0,to,O
0,xxxxx,0,"['r', 'ri', 'riv', 'riva']","['l', 'al', 'val', 'ival']",ADJ,to,ADP,Chelsea,PROPN,amod,Chelsea,O,0,0,0,0,0,0,0,rival,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,rival,ADJ,for,ADP,pobj,to,B,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,Chelsea,PROPN,Brighton,PROPN,prep,Chelsea,I,0,0,0,0,0,0,0,for,O
1,Xxxxxxxx,0,"['B', 'Br', 'Bri', 'Brig']","['n', 'on', 'ton', 'hton']",PROPN,for,ADP,'s,PART,poss,Caicedo,I,0,1,0,0,0,0,0,Brighton,B-Club
0,'x,0,"[""'""]",['s'],PART,Brighton,PROPN,Moises,PROPN,case,Brighton,I,0,0,0,0,0,0,0,'s,O
1,Xxxxxx,0,"['M', 'Mo', 'Moi', 'Mois']","['s', 'es', 'ses', 'ises']",PROPN,'s,PART,Caicedo,PROPN,compound,Caicedo,B,0,0,0,0,0,0,0,Moises,B-Player
1,Xxxxxxx,0,"['C', 'Ca', 'Cai', 'Caic']","['o', 'do', 'edo', 'cedo']",PROPN,Moises,PROPN,,,pobj,for,I,0,0,0,1,0,0,0,Caicedo,I-Player
1,Xxxxx,0,"['V', 'Vi', 'Vit', 'Vito']","['r', 'or', 'tor', 'itor']",PROPN,,,Roque,PROPN,compound,Roque,O,0,0,0,0,0,0,0,Vitor,B-Player
1,Xxxxx,0,"['R', 'Ro', 'Roq', 'Roqu']","['e', 'ue', 'que', 'oque']",PROPN,Vitor,PROPN,:,PUNCT,dep,rule,O,0,0,0,0,0,0,0,Roque,I-Player
0,:,0,[],[],PUNCT,Roque,PROPN,Athletico,PROPN,punct,Roque,O,0,0,0,0,0,0,0,:,O
1,Xxxxxxxxx,0,"['A', 'At', 'Ath', 'Athl']","['o', 'co', 'ico', 'tico']",PROPN,:,PUNCT,Paranaense,PROPN,compound,Paranaense,O,0,0,0,0,0,0,0,Athletico,B-Club
1,Xxxxxxxxxx,0,"['P', 'Pa', 'Par', 'Para']","['e', 'se', 'nse', 'ense']",PROPN,Athletico,PROPN,rule,VERB,nsubj,rule,O,0,0,0,0,0,0,0,Paranaense,I-Club
0,xxxx,0,"['r', 'ru', 'rul']","['e', 'le', 'ule']",VERB,Paranaense,PROPN,out,ADP,ROOT,rule,O,0,0,0,0,0,0,0,rule,O
0,xxx,0,"['o', 'ou']","['t', 'ut']",ADP,rule,VERB,summer,NOUN,prt,rule,O,0,0,0,0,0,0,0,out,O
0,xxxxxx,0,"['s', 'su', 'sum', 'summ']","['r', 'er', 'mer', 'mmer']",NOUN,out,ADP,Barcelona,PROPN,compound,Barcelona,B,0,0,0,0,0,0,0,summer,O
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,summer,NOUN,switch,VERB,dobj,rule,B,0,1,0,0,0,0,0,Barcelona,B-Club
0,xxxxxx,0,"['s', 'sw', 'swi', 'swit']","['h', 'ch', 'tch', 'itch']",VERB,Barcelona,PROPN,,,dep,rule,O,0,0,0,0,0,0,0,switch,O
1,Xxxxxxxx,0,"['J', 'Ju', 'Juv', 'Juve']","['s', 'us', 'tus', 'ntus']",PROPN,,,fans,NOUN,compound,fans,B,0,1,0,0,0,0,0,Juventus,B-Club
0,xxxx,0,"['f', 'fa', 'fan']","['s', 'ns', 'ans']",NOUN,Juventus,PROPN,storm,VERB,nsubj,storm,O,0,0,0,0,0,0,0,fans,O
0,xxxxx,0,"['s', 'st', 'sto', 'stor']","['m', 'rm', 'orm', 'torm']",VERB,fans,NOUN,training,NOUN,ROOT,storm,O,0,0,0,0,0,0,0,storm,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'trai']","['g', 'ng', 'ing', 'ning']",NOUN,storm,VERB,pitch,NOUN,compound,pitch,O,0,0,0,0,0,0,0,training,O
0,xxxxx,0,"['p', 'pi', 'pit', 'pitc']","['h', 'ch', 'tch', 'itch']",NOUN,training,NOUN,to,PART,dobj,storm,O,0,0,0,0,0,0,0,pitch,O
0,xx,0,['t'],['o'],PART,pitch,NOUN,protest,VERB,aux,protest,O,0,0,0,0,0,0,0,to,O
0,xxxxxxx,0,"['p', 'pr', 'pro', 'prot']","['t', 'st', 'est', 'test']",VERB,to,PART,potential,ADJ,advcl,storm,O,0,0,0,0,0,0,0,protest,O
0,xxxxxxxxx,0,"['p', 'po', 'pot', 'pote']","['l', 'al', 'ial', 'tial']",ADJ,protest,VERB,Romelu,PROPN,amod,transfer,O,0,0,0,0,0,0,0,potential,O
1,Xxxxxx,0,"['R', 'Ro', 'Rom', 'Rome']","['u', 'lu', 'elu', 'melu']",PROPN,potential,ADJ,Lukaku,PROPN,compound,Lukaku,B,0,0,0,1,0,0,0,Romelu,B-Player
1,Xxxxxx,0,"['L', 'Lu', 'Luk', 'Luka']","['u', 'ku', 'aku', 'kaku']",PROPN,Romelu,PROPN,transfer,NOUN,compound,transfer,I,0,0,0,1,0,0,0,Lukaku,I-Player
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Lukaku,PROPN,,,dobj,protest,O,0,0,0,0,0,0,0,transfer,O
1,Xxxxxx,0,"['B', 'Ba', 'Bay', 'Baye']","['n', 'rn', 'ern', 'yern']",PROPN,,,Munich,PROPN,compound,Munich,B,0,1,0,0,0,0,0,Bayern,B-Club
1,Xxxxxx,0,"['M', 'Mu', 'Mun', 'Muni']","['h', 'ch', 'ich', 'nich']",PROPN,Bayern,PROPN,reach,VERB,nsubj,reach,I,0,1,0,0,0,0,0,Munich,I-Club
0,xxxxx,0,"['r', 're', 'rea', 'reac']","['h', 'ch', 'ach', 'each']",VERB,Munich,PROPN,agreement,NOUN,ROOT,reach,O,0,0,0,0,0,0,0,reach,O
0,xxxxxxxxx,0,"['a', 'ag', 'agr', 'agre']","['t', 'nt', 'ent', 'ment']",NOUN,reach,VERB,with,ADP,dobj,reach,O,0,0,0,0,0,0,0,agreement,O
0,xxxx,0,"['w', 'wi', 'wit']","['h', 'th', 'ith']",ADP,agreement,NOUN,Tottenham,PROPN,prep,agreement,O,0,0,0,0,0,0,0,with,O
1,Xxxxxxxxx,0,"['T', 'To', 'Tot', 'Tott']","['m', 'am', 'ham', 'nham']",PROPN,with,ADP,for,ADP,pobj,with,B,0,1,1,0,0,0,0,Tottenham,B-Club
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,Tottenham,PROPN,Harry,PROPN,prep,agreement,O,0,0,0,0,0,0,0,for,O
1,Xxxxx,0,"['H', 'Ha', 'Har', 'Harr']","['y', 'ry', 'rry', 'arry']",PROPN,for,ADP,Kane,PROPN,compound,Kane,B,0,0,0,1,0,0,0,Harry,B-Player
1,Xxxx,0,"['K', 'Ka', 'Kan']","['e', 'ne', 'ane']",PROPN,Harry,PROPN,,,pobj,for,I,0,0,0,1,0,0,0,Kane,I-Player
1,Xxxxxxxx,0,"['F', 'Fo', 'Foo', 'Foot']","['l', 'll', 'all', 'ball']",NOUN,,,transfer,NOUN,compound,transfer,O,0,0,0,0,0,0,0,Football,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Football,NOUN,rumours,VERB,nsubj,rumours,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxx,0,"['r', 'ru', 'rum', 'rumo']","['s', 'rs', 'urs', 'ours']",VERB,transfer,NOUN,:,PUNCT,ccomp,offer,O,0,0,0,0,0,0,0,rumours,O
0,:,0,[],[],PUNCT,rumours,VERB,PSG,PROPN,punct,rumours,O,0,0,0,0,0,0,0,:,O
1,XXX,0,"['P', 'PS']","['G', 'SG']",PROPN,:,PUNCT,accept,VERB,nsubj,accept,O,0,0,0,0,0,0,0,PSG,B-Club
0,xxxxxx,0,"['a', 'ac', 'acc', 'acce']","['t', 'pt', 'ept', 'cept']",VERB,PSG,PROPN,Mbappe,PROPN,ccomp,rumours,O,0,0,0,0,0,0,0,accept,O
